Compound,ConvertedDate,Negative,Neutral,Positive,RawDate,Text,TimeDiff,Tweets Ago,User
-0.3182,2018-10-03 21:27:01+00:00,0.434,0.566,0.0,Wed Oct 03 21:27:01 +0000 2018,@CNN Boycott this garbage.,0,26,@CNN
0.0,2018-10-03 21:27:00+00:00,0.0,1.0,0.0,Wed Oct 03 21:27:00 +0000 2018,@cnn https://t.co/Fs9EpnRC2p,0,27,@CNN
0.0,2018-10-03 21:26:59+00:00,0.0,1.0,0.0,Wed Oct 03 21:26:59 +0000 2018,"@CNN She is right. Ford story is changing as we speak yet you on left claim, ""we need to believe her""",0,28,@CNN
0.0,2018-10-03 21:26:59+00:00,0.0,1.0,0.0,Wed Oct 03 21:26:59 +0000 2018,@CNN Really,0,29,@CNN
-0.1779,2018-10-03 21:26:59+00:00,0.086,0.914,0.0,Wed Oct 03 21:26:59 +0000 2018,@CNNPolitics @CNN Seriously? CNN is yet to publish a single word on the sworn statement of Christine Blasey Ford's… https://t.co/VCDKU5mMrp,0,30,@CNN
0.0,2018-10-03 21:26:58+00:00,0.0,1.0,0.0,Wed Oct 03 21:26:58 +0000 2018,@mcspocky @CNN Since when is defending your boss's mysogynistic behavior and comments part of your job.,0,31,@CNN
0.0,2018-10-03 21:26:58+00:00,0.0,1.0,0.0,Wed Oct 03 21:26:58 +0000 2018,"RT @KAGer2020: Hey #FakeNewsCNN @CNN - to continue @LindseyGrahamSC 's thoughts, most Americans don't give a 💩💩💩 about your existence eithe…",0,32,@CNN
0.0,2018-10-03 21:26:56+00:00,0.0,1.0,0.0,Wed Oct 03 21:26:56 +0000 2018,"RT @CNN: Toys ""R"" Us may be coming back.

The company closed all of its US stores in June as part of a bankruptcy liquidation. But the owne…",0,33,@CNN
0.7717,2018-10-03 21:26:55+00:00,0.0,0.691,0.309,Wed Oct 03 21:26:55 +0000 2018,Attention: @CNN &amp; @MSNBC. Congratulations on achieving the exact opposite of what you sought to accomplish. https://t.co/jAocHaqZTk,0,34,@CNN
-0.4215,2018-10-03 21:26:54+00:00,0.128,0.872,0.0,Wed Oct 03 21:26:54 +0000 2018,"RT @CNN: ""I know the name of the boy who assaulted me. I have no reason to disrupt his life, even though mine has been upended... But you h…",0,35,@CNN
0.2263,2018-10-03 21:26:53+00:00,0.089,0.764,0.146,Wed Oct 03 21:26:53 +0000 2018,"@CNN #CNNFakeNews #CNNConservativeHateNews  It was some ""Hard Truth"" EVERYONE was Saying .. .....… https://t.co/8oGPEZDCwB",0,36,@CNN
-0.63,2018-10-03 21:26:53+00:00,0.187,0.813,0.0,Wed Oct 03 21:26:53 +0000 2018,"RT @kayleighmcenany: I debated nightly on @CNN’s 8-on-1 panels, but apparently my Senator, @SenBillNelson, is scared to debate 1-on-1!

Sho…",0,37,@CNN
-0.5719,2018-10-03 21:26:50+00:00,0.163,0.837,0.0,Wed Oct 03 21:26:50 +0000 2018,"@CNNPolitics @CNN He's A Pathetic Individual...  And Has Been For 50+ years.
He Would Kick And Step On Anybody.. Ce… https://t.co/64WKA1T6oe",0,38,@CNN
-0.6486,2018-10-03 21:26:49+00:00,0.242,0.679,0.079,Wed Oct 03 21:26:49 +0000 2018,"Of course, it has been a scary time for women since... well, ever. ""Trump says it's a 'scary time' for men."" @CNN https://t.co/4bWTiqzyMz",0,39,@CNN
0.1027,2018-10-03 21:26:49+00:00,0.108,0.699,0.192,Wed Oct 03 21:26:49 +0000 2018,"@CNN As much as some want to write this off as fake news by leftists, it's actually all well documented and well in… https://t.co/v2Gd1awZYX",0,40,@CNN
0.0,2018-10-03 21:26:49+00:00,0.0,1.0,0.0,Wed Oct 03 21:26:49 +0000 2018,"RT @CNN: Senate Finance Chairman Orrin Hatch said he would be ""happy"" to look into President Trump's tax returns in the wake of The New Yor…",0,41,@CNN
0.5267,2018-10-03 21:26:48+00:00,0.079,0.702,0.219,Wed Oct 03 21:26:48 +0000 2018,"RT @CNN: A surprise government inspection found nooses hanging in cells, misuse of solitary confinement and delayed medical care at a priva…",0,42,@CNN
0.0,2018-10-03 21:26:48+00:00,0.0,1.0,0.0,Wed Oct 03 21:26:48 +0000 2018,@CNN 36 minutes ? Not 37 not 35. 36 minutes,0,43,@CNN
0.0,2018-10-03 21:26:47+00:00,0.0,1.0,0.0,Wed Oct 03 21:26:47 +0000 2018,"RT @CNN: Senate Finance Chairman Orrin Hatch said he would be ""happy"" to look into President Trump's tax returns in the wake of The New Yor…",0,44,@CNN
-0.5574,2018-10-03 21:26:46+00:00,0.183,0.741,0.076,Wed Oct 03 21:26:46 +0000 2018,"@TorresTenna @TheLeadCNN @CNN @jaketapper Yes, but POTUS is now a show too. And some dumb people believe and copy w… https://t.co/nr6IvU3m0Z",0,45,@CNN
-0.5445,2018-10-03 21:26:45+00:00,0.243,0.672,0.085,Wed Oct 03 21:26:45 +0000 2018,"@RubinReport I'm surprised @manic or @CNN  didn't create a headline, ""Trump shows his fascist tyranny again, this t… https://t.co/gcNmY2CmxK",0,46,@CNN
0.5093,2018-10-03 21:26:44+00:00,0.092,0.696,0.212,Wed Oct 03 21:26:44 +0000 2018,"RT @hannahkauthor: Justice will be served someday.
God knows.
T will be locked up!
Kavanaugh was in debt until 2017.
Hurricane Maria's deat…",0,47,@CNN
0.0,2018-10-03 21:26:43+00:00,0.0,1.0,0.0,Wed Oct 03 21:26:43 +0000 2018,"@TheLeadCNN @CNN Garry Trudeau is a genius.  

#Trump

https://t.co/YbMAqjHDcQ",0,48,@CNN
0.0,2018-10-03 21:26:43+00:00,0.0,1.0,0.0,Wed Oct 03 21:26:43 +0000 2018,"RT @CNN: Senate Finance Chairman Orrin Hatch said he would be ""happy"" to look into President Trump's tax returns in the wake of The New Yor…",0,49,@CNN
0.0,2018-10-03 21:26:42+00:00,0.0,1.0,0.0,Wed Oct 03 21:26:42 +0000 2018,RT @girl4_trump: Hey @NYT @CNN @washingtonpost @MSNBC Here’s a salacious headline for you all to run that won’t be #FakeNews for a change.…,0,50,@CNN
0.0,2018-10-03 21:26:41+00:00,0.0,1.0,0.0,Wed Oct 03 21:26:41 +0000 2018,"RT @03_jensen: Here's a story @CNN @FoxNews @ABC @MSNBC @CBSNews @60Minutes Opioid prescriptions have ⬇️Year after year, but deaths attribu…",0,51,@CNN
0.0,2018-10-03 21:26:40+00:00,0.0,1.0,0.0,Wed Oct 03 21:26:40 +0000 2018,@Djjuliocezar @CNN @CNNOpinion That red ❌ says bot account.,0,52,@CNN
0.7717,2018-10-03 21:26:39+00:00,0.0,0.717,0.283,Wed Oct 03 21:26:39 +0000 2018,"@sahilkapur Here you go, @CNN &amp; @MSNBC. Congratulations on achieving the exact opposite of what you sought to accomplish.",0,53,@CNN
0.0,2018-10-03 21:26:37+00:00,0.0,1.0,0.0,Wed Oct 03 21:26:37 +0000 2018,"RT @peykspor: Emeklilikte yaşa takılanlar sorunu çözülünceye kadar her gün gündeme taşımanızı rica ediyoruz. 
@atvcomtr
@startv
@ShowTV
@nt…",0,54,@CNN
0.0,2018-10-03 21:26:37+00:00,0.0,1.0,0.0,Wed Oct 03 21:26:37 +0000 2018,"RT @CNN: Senate Finance Chairman Orrin Hatch said he would be ""happy"" to look into President Trump's tax returns in the wake of The New Yor…",0,55,@CNN
-0.4404,2018-10-03 21:26:36+00:00,0.162,0.838,0.0,Wed Oct 03 21:26:36 +0000 2018,"@RealSaavedra obama's team treason aka the counterfeit americans:
america's ace of spades ...
@realDonaldTrump @CNN… https://t.co/hHmPqmW7jv",0,56,@CNN
0.0,2018-10-03 21:26:36+00:00,0.0,1.0,0.0,Wed Oct 03 21:26:36 +0000 2018,"RT @CNN: Senate Finance Chairman Orrin Hatch said he would be ""happy"" to look into President Trump's tax returns in the wake of The New Yor…",0,57,@CNN
0.0,2018-10-03 21:26:35+00:00,0.0,1.0,0.0,Wed Oct 03 21:26:35 +0000 2018,RT @illuminatifutu: @SteveCasull @ScottChampion9 @OmerPasha @IronPat79699251 @abodon_5 @mstrrlm @bushie200 @EliasonRich @Heathamommy @TC177…,0,58,@CNN
0.4199,2018-10-03 21:26:35+00:00,0.0,0.823,0.177,Wed Oct 03 21:26:35 +0000 2018,@CNN He was berating her just like he has every women in this life!,0,59,@CNN
0.4215,2018-10-03 21:26:35+00:00,0.0,0.417,0.583,Wed Oct 03 21:26:35 +0000 2018,@CNN Lol. Right.,0,60,@CNN
-0.5908,2018-10-03 21:26:35+00:00,0.221,0.779,0.0,Wed Oct 03 21:26:35 +0000 2018,@CNN @FoxNews -Krusty Jell-o-Brand 'Kersten Gillibrand' thinks men should be guilty till not be innocent. NOW the D… https://t.co/gyFMaOB77W,0,61,@CNN
-0.3612,2018-10-03 21:26:35+00:00,0.106,0.894,0.0,Wed Oct 03 21:26:35 +0000 2018,RT @laddegan: BREAKING: @CNN is reporting that a person had been taken into custody in Logan #Utah in connection with two suspicious letter…,0,62,@CNN
0.6133,2018-10-03 21:26:35+00:00,0.0,0.827,0.173,Wed Oct 03 21:26:35 +0000 2018,"RT @CNN: ""It wasn't until I read -- and reread -- Ford's account that I gained some sort of clarity. I felt in my bones that I had to take…",0,63,@CNN
0.7269,2018-10-03 21:26:34+00:00,0.0,0.596,0.404,Wed Oct 03 21:26:34 +0000 2018,@CNN Privately owned. Maximizing their profits is all they care about.,0,64,@CNN
-0.0201,2018-10-03 21:26:33+00:00,0.199,0.613,0.187,Wed Oct 03 21:26:33 +0000 2018,"@CNN She’s a pig. Sorry, not sorry.",0,65,@CNN
-0.7096,2018-10-03 21:26:33+00:00,0.219,0.781,0.0,Wed Oct 03 21:26:33 +0000 2018,"RT @CNN: ""How many stories of sexual violence do you need to hear in order to believe women?"" Activists confronted 3 GOP senators, includin…",0,66,@CNN
-0.3164,2018-10-03 21:26:32+00:00,0.276,0.724,0.0,Wed Oct 03 21:26:32 +0000 2018,@CNN Put these people outside to protest!,0,67,@CNN
-0.3612,2018-10-03 21:26:32+00:00,0.106,0.894,0.0,Wed Oct 03 21:26:32 +0000 2018,RT @laddegan: BREAKING: @CNN is reporting that a person had been taken into custody in Logan #Utah in connection with two suspicious letter…,0,68,@CNN
0.0,2018-10-03 21:26:32+00:00,0.0,1.0,0.0,Wed Oct 03 21:26:32 +0000 2018,"RT @CNN: Senate Finance Chairman Orrin Hatch said he would be ""happy"" to look into President Trump's tax returns in the wake of The New Yor…",0,69,@CNN
0.0,2018-10-03 21:26:32+00:00,0.0,1.0,0.0,Wed Oct 03 21:26:32 +0000 2018,RT @girl4_trump: Hey @NYT @CNN @washingtonpost @MSNBC Here’s a salacious headline for you all to run that won’t be #FakeNews for a change.…,0,70,@CNN
0.5267,2018-10-03 21:26:31+00:00,0.079,0.702,0.219,Wed Oct 03 21:26:31 +0000 2018,"RT @CNN: A surprise government inspection found nooses hanging in cells, misuse of solitary confinement and delayed medical care at a priva…",0,71,@CNN
-0.4184,2018-10-03 21:26:30+00:00,0.141,0.859,0.0,Wed Oct 03 21:26:30 +0000 2018,@willdit @President1Trump @PressSec @CNN @Acosta No!  Keep bringing Jim back for more!  I know that I am sadistic e… https://t.co/tMuIY70XPu,0,72,@CNN
-0.4767,2018-10-03 21:26:30+00:00,0.383,0.617,0.0,Wed Oct 03 21:26:30 +0000 2018,@blackfishbird @CNN @CNNOpinion Shame on you.,0,73,@CNN
0.5267,2018-10-03 21:26:29+00:00,0.079,0.702,0.219,Wed Oct 03 21:26:29 +0000 2018,"RT @CNN: A surprise government inspection found nooses hanging in cells, misuse of solitary confinement and delayed medical care at a priva…",0,74,@CNN
0.0,2018-10-03 21:26:28+00:00,0.0,1.0,0.0,Wed Oct 03 21:26:28 +0000 2018,"@SloggenDazs @CNN Ton are not reported, but this article is attempting to minimize men who have been falsely accuse… https://t.co/jo0iuwy8Lh",0,75,@CNN
0.0,2018-10-03 21:26:26+00:00,0.0,1.0,0.0,Wed Oct 03 21:26:26 +0000 2018,@CNN @HowardStern,0,76,@CNN
0.5267,2018-10-03 21:26:26+00:00,0.079,0.702,0.219,Wed Oct 03 21:26:26 +0000 2018,"RT @CNN: A surprise government inspection found nooses hanging in cells, misuse of solitary confinement and delayed medical care at a priva…",0,77,@CNN
-0.3612,2018-10-03 21:26:25+00:00,0.128,0.872,0.0,Wed Oct 03 21:26:25 +0000 2018,"Networks, CNN Ignore Letter From Ford’s Ex-Boyfriend That Raises Questions About Her Sworn Testimony | The Daily Ca… https://t.co/XpXTN03iYf",0,78,@CNN
-0.0644,2018-10-03 21:26:25+00:00,0.056,0.944,0.0,Wed Oct 03 21:26:25 +0000 2018,"RT @CNN: This district in West Virginia voted overwhelmingly for President Trump in the 2016 election. But now, a Democrat named Richard Oj…",0,79,@CNN
-0.87,2018-10-03 21:26:25+00:00,0.496,0.454,0.05,Wed Oct 03 21:26:25 +0000 2018,"@CNN FAKE low rating NEWS, no matter how many lies you say........Your audience is minimal..............",0,80,@CNN
0.0,2018-10-03 21:26:25+00:00,0.0,1.0,0.0,Wed Oct 03 21:26:25 +0000 2018,RT @girl4_trump: Hey @NYT @CNN @washingtonpost @MSNBC Here’s a salacious headline for you all to run that won’t be #FakeNews for a change.…,0,81,@CNN
0.0,2018-10-03 21:26:24+00:00,0.0,1.0,0.0,Wed Oct 03 21:26:24 +0000 2018,@CNN #FakeNews,0,82,@CNN
0.0,2018-10-03 21:26:24+00:00,0.0,1.0,0.0,Wed Oct 03 21:26:24 +0000 2018,@SteveCasull @ScottChampion9 @OmerPasha @IronPat79699251 @abodon_5 @mstrrlm @bushie200 @EliasonRich @Heathamommy… https://t.co/6oAXW3O9JA,0,83,@CNN
-0.7506,2018-10-03 21:26:21+00:00,0.299,0.701,0.0,Wed Oct 03 21:26:21 +0000 2018,RT @KrisParonto: . #FakeNewsMedia failed miserably .... again 😂🤣🤦🏻‍♂️ @CNN @cnnbrk @MSNBC @ABC @nytimes @washingtonpost @NBCNews @CBSNews #…,0,84,@CNN
-0.63,2018-10-03 21:26:19+00:00,0.187,0.813,0.0,Wed Oct 03 21:26:19 +0000 2018,"RT @kayleighmcenany: I debated nightly on @CNN’s 8-on-1 panels, but apparently my Senator, @SenBillNelson, is scared to debate 1-on-1!

Sho…",0,85,@CNN
0.2732,2018-10-03 21:26:18+00:00,0.0,0.909,0.091,Wed Oct 03 21:26:18 +0000 2018,"RT @ScottforFlorida: I have agreed to a debate with @CNN on 10/16 at 10:00 pm in Tampa, moderated by @wolfblitzer-exactly on the terms prop…",0,86,@CNN
0.0,2018-10-03 21:26:18+00:00,0.0,1.0,0.0,Wed Oct 03 21:26:18 +0000 2018,RT @1pissedPolack: @CNN @jaketapper @MSNBC @maddow,0,87,@CNN
0.5532,2018-10-03 21:26:17+00:00,0.12,0.596,0.284,Wed Oct 03 21:26:17 +0000 2018,@CNN I trust Trump to do a good job for this country. I don't care about his private life.,0,88,@CNN
-0.6682,2018-10-03 21:26:16+00:00,0.255,0.745,0.0,Wed Oct 03 21:26:16 +0000 2018,@CNN A new low for Trump this. Any woman standing up for him should really be ashamed of themselves.,0,89,@CNN
0.0,2018-10-03 21:26:16+00:00,0.0,1.0,0.0,Wed Oct 03 21:26:16 +0000 2018,@pat_mersinger @CNN @CNNOpinion What does that tell you?,0,90,@CNN
0.0,2018-10-03 21:26:15+00:00,0.0,1.0,0.0,Wed Oct 03 21:26:15 +0000 2018,RT @girl4_trump: Hey @NYT @CNN @washingtonpost @MSNBC Here’s a salacious headline for you all to run that won’t be #FakeNews for a change.…,0,91,@CNN
0.0,2018-10-03 21:26:14+00:00,0.0,1.0,0.0,Wed Oct 03 21:26:14 +0000 2018,RT @ElveTwelve: @girl4_trump @ROHLL5 @NYT @CNN @washingtonpost @MSNBC https://t.co/Ny24XVQtwn,0,92,@CNN
0.5267,2018-10-03 21:26:14+00:00,0.079,0.702,0.219,Wed Oct 03 21:26:14 +0000 2018,"RT @CNN: A surprise government inspection found nooses hanging in cells, misuse of solitary confinement and delayed medical care at a priva…",0,93,@CNN
-0.765,2018-10-03 21:26:13+00:00,0.309,0.691,0.0,Wed Oct 03 21:26:13 +0000 2018,RT @CNN: High blood pressure. Anxiety. Depression. Insomnia. These are just a few of the possible long-term health consequences facing mid-…,0,94,@CNN
0.2263,2018-10-03 21:26:13+00:00,0.113,0.778,0.109,Wed Oct 03 21:26:13 +0000 2018,RT @CNN: A CBS executive has been placed on leave after multiple individuals spoke to CNN accusing the senior vice president of talent for…,0,95,@CNN
-0.6166,2018-10-03 21:26:13+00:00,0.192,0.808,0.0,Wed Oct 03 21:26:13 +0000 2018,"@MSNBC @CNN WHY AREN'T YOU
CALLING OUT #FBI DIRECTOR #CHRISTOPHERWRAY, #AG #JEFFSESSIONS &amp; #DANCOATS FOR FAILING TH… https://t.co/vZDjY9LAWX",0,96,@CNN
-0.2732,2018-10-03 21:26:12+00:00,0.149,0.745,0.106,Wed Oct 03 21:26:12 +0000 2018,RT @CNN: Residents in this Kentucky city are hanging dozens of bed sheet banners to support survivors of sexual assault https://t.co/ejUZfe…,0,97,@CNN
-0.0644,2018-10-03 21:26:11+00:00,0.056,0.944,0.0,Wed Oct 03 21:26:11 +0000 2018,"RT @CNN: This district in West Virginia voted overwhelmingly for President Trump in the 2016 election. But now, a Democrat named Richard Oj…",0,98,@CNN
0.0,2018-10-03 21:26:10+00:00,0.0,1.0,0.0,Wed Oct 03 21:26:10 +0000 2018,@CNN @CNNOpinion Really?? CNN is yet to publish a single word on the sworn statement of Christine Blasey Ford's lon… https://t.co/B2oBPlCHgV,0,99,@CNN
-0.8779,2018-10-03 21:27:17+00:00,0.416,0.584,0.0,Wed Oct 03 21:27:17 +0000 2018,"RT @JuddApatow: No, bottom is the President mocking a victim of sexual assault.   Bottom is a President who is being exposed as a tax cheat…",0,0,@FoxNews
0.1154,2018-10-03 21:27:17+00:00,0.0,0.943,0.057,Wed Oct 03 21:27:17 +0000 2018,"RT @FoxNews: .@PressSec: “The testimony by Dr. Ford was compelling, but you can’t make this decision based on emotion, it has to be based o…",0,1,@FoxNews
0.0,2018-10-03 21:27:17+00:00,0.0,1.0,0.0,Wed Oct 03 21:27:17 +0000 2018,@FoxNews https://t.co/pqz67r1Qas,0,2,@FoxNews
-0.5848,2018-10-03 21:27:17+00:00,0.558,0.442,0.0,Wed Oct 03 21:27:17 +0000 2018,@FoxNews Whoop that ass!,0,3,@FoxNews
0.0,2018-10-03 21:27:16+00:00,0.0,1.0,0.0,Wed Oct 03 21:27:16 +0000 2018,RT @EdKrassen: Thoughts and Prayers to @FoxNews https://t.co/OIWDMg7fQ7,0,4,@FoxNews
0.5411,2018-10-03 21:27:16+00:00,0.138,0.503,0.358,Wed Oct 03 21:27:16 +0000 2018,@FoxNews @HillaryClinton Stop promoting this hag....or you'll see your supporters dwindle!,0,5,@FoxNews
-0.2869,2018-10-03 21:27:14+00:00,0.143,0.857,0.0,Wed Oct 03 21:27:14 +0000 2018,"@FoxNews Hey Mayor De Blasio, did you pay your taxes?? I know you probably never pay taxes, someone need to investi… https://t.co/izbXdGVcCZ",0,6,@FoxNews
0.0,2018-10-03 21:27:14+00:00,0.0,1.0,0.0,Wed Oct 03 21:27:14 +0000 2018,"RT @FoxNews: .@PressSec: “They’re not opposed to Judge Kavanaugh’s judicial views, they’re literally trying to undercut the voice of the Am…",0,7,@FoxNews
0.0,2018-10-03 21:27:14+00:00,0.0,1.0,0.0,Wed Oct 03 21:27:14 +0000 2018,@FoxNews @LindseyGrahamSC https://t.co/OYIpYUA6kO,0,8,@FoxNews
0.0,2018-10-03 21:27:14+00:00,0.0,1.0,0.0,Wed Oct 03 21:27:14 +0000 2018,RT @VintageGamer: @EdKrassen @FoxNews BWAHAHAHAHAHA!!!!!!!!!!!! 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 https://t.co/2p3cgiWlXl,0,9,@FoxNews
-0.4215,2018-10-03 21:27:13+00:00,0.117,0.833,0.049,Wed Oct 03 21:27:13 +0000 2018,RT @USA_Bev: I just can’t stand Juan he gets worse everyday WAKE UP @FoxNews the viewers don’t want to watch or listen to him @Suzannescott…,0,10,@FoxNews
0.0,2018-10-03 21:27:13+00:00,0.0,1.0,0.0,Wed Oct 03 21:27:13 +0000 2018,RT @FoxNews: Mayor de Blasio says New York is 'looking to recoup' any unpaid taxes from Trump on heels of NYT report. https://t.co/waUBfwZT…,0,11,@FoxNews
0.7677,2018-10-03 21:27:13+00:00,0.0,0.751,0.249,Wed Oct 03 21:27:13 +0000 2018,@FoxNews It's a coyote. Looks just like one. But much more fun to think it was a mountain lion or big foot. Mountai… https://t.co/lEkOaAa4wu,0,12,@FoxNews
0.0,2018-10-03 21:27:12+00:00,0.0,1.0,0.0,Wed Oct 03 21:27:12 +0000 2018,@ShepNewsTeam @FoxNews 3pm on fox is CNN hour,0,13,@FoxNews
0.0,2018-10-03 21:27:12+00:00,0.0,1.0,0.0,Wed Oct 03 21:27:12 +0000 2018,@FoxNews https://t.co/cb3KawfYRz,0,14,@FoxNews
-0.4019,2018-10-03 21:27:12+00:00,0.162,0.838,0.0,Wed Oct 03 21:27:12 +0000 2018,"RT @FoxNews: .@WhiteHouse defends Trump’s mocking of Kavanaugh accuser, says he was 'stating facts' https://t.co/TMKlTgCTjt",0,15,@FoxNews
0.2023,2018-10-03 21:27:11+00:00,0.0,0.909,0.091,Wed Oct 03 21:27:11 +0000 2018,@stampergr @FoxNews @POTUS @WhiteHouse So you don’t think both Ford and Kavanaugh have fine families? They are the… https://t.co/O1q2mUs7Yf,0,16,@FoxNews
0.0,2018-10-03 21:27:11+00:00,0.0,1.0,0.0,Wed Oct 03 21:27:11 +0000 2018,"RT @FoxNews: Rep. @Jim_Jordan: ""The left has gone completely crazy."" #Tucker https://t.co/esy0AunUkq",0,17,@FoxNews
0.0,2018-10-03 21:27:11+00:00,0.0,1.0,0.0,Wed Oct 03 21:27:11 +0000 2018,RT @FoxNews: Mayor de Blasio says New York is 'looking to recoup' any unpaid taxes from Trump on heels of NYT report. https://t.co/waUBfwZT…,0,18,@FoxNews
-0.4341,2018-10-03 21:27:11+00:00,0.131,0.869,0.0,Wed Oct 03 21:27:11 +0000 2018,"RT @3DTruth: Fox ""News"" is so freaked out by Alexandria Ocasio-Cortez, they're actually editing her public statements to misrepresent her.…",0,19,@FoxNews
0.0,2018-10-03 21:27:10+00:00,0.0,1.0,0.0,Wed Oct 03 21:27:10 +0000 2018,"RT @don_td: Time to turn @FoxNews off, Shepherd Smith is coming on.",0,20,@FoxNews
0.296,2018-10-03 21:27:09+00:00,0.0,0.913,0.087,Wed Oct 03 21:27:09 +0000 2018,"RT @04PaulMiller21: @cm_merlin @FoxNews @Jim_Jordan What is Dr. Ford is being paid the to lie, which i think she is, is that ok? Her story…",0,21,@FoxNews
0.0,2018-10-03 21:27:09+00:00,0.0,1.0,0.0,Wed Oct 03 21:27:09 +0000 2018,@FoxNews maybe we should start a gofundme 🤔,0,22,@FoxNews
0.4404,2018-10-03 21:27:09+00:00,0.0,0.838,0.162,Wed Oct 03 21:27:09 +0000 2018,@FoxNews Relax.  Trump is going to show us all his income taxes right after that audit.,0,23,@FoxNews
0.0,2018-10-03 21:27:09+00:00,0.0,1.0,0.0,Wed Oct 03 21:27:09 +0000 2018,RT @EdKrassen: Thoughts and Prayers to @FoxNews https://t.co/OIWDMg7fQ7,0,24,@FoxNews
0.4404,2018-10-03 21:27:09+00:00,0.0,0.775,0.225,Wed Oct 03 21:27:09 +0000 2018,RT @FoxNews: Lawmakers to lock @FBI Kavanaugh report in safe https://t.co/o3GWpDbEj9,0,25,@FoxNews
-0.5374,2018-10-03 21:27:08+00:00,0.41,0.59,0.0,Wed Oct 03 21:27:08 +0000 2018,"@FoxNews #MAGA #LiberalismIsAMentalDisorder Desperate Democrats!!!!!!!!!!!
#PissedOffPatriotChick",0,26,@FoxNews
0.4767,2018-10-03 21:27:08+00:00,0.0,0.807,0.193,Wed Oct 03 21:27:08 +0000 2018,RT @FoxNews: Hospital staff line up in show of respect to organ donor https://t.co/BFYfVe2J2a,0,27,@FoxNews
-0.296,2018-10-03 21:27:08+00:00,0.167,0.833,0.0,Wed Oct 03 21:27:08 +0000 2018,@dscorpio739 @FoxNews @FBI @ShepNewsTeam No it isn’t look at the by laws,0,28,@FoxNews
-0.4341,2018-10-03 21:27:08+00:00,0.131,0.869,0.0,Wed Oct 03 21:27:08 +0000 2018,"RT @3DTruth: Fox ""News"" is so freaked out by Alexandria Ocasio-Cortez, they're actually editing her public statements to misrepresent her.…",0,29,@FoxNews
0.3612,2018-10-03 21:27:08+00:00,0.0,0.884,0.116,Wed Oct 03 21:27:08 +0000 2018,@JohnatFox @foxnewsradio @FoxNews Let me know if youre looking for a young goodlooking political pundit to tell it like it is,0,30,@FoxNews
0.0,2018-10-03 21:27:08+00:00,0.0,1.0,0.0,Wed Oct 03 21:27:08 +0000 2018,@JohnHipps @FoxNews @nytimes and you have proof of that ??,0,31,@FoxNews
0.0,2018-10-03 21:27:07+00:00,0.0,1.0,0.0,Wed Oct 03 21:27:07 +0000 2018,RT @FoxNews: Mayor de Blasio says New York is 'looking to recoup' any unpaid taxes from Trump on heels of NYT report. https://t.co/waUBfwZT…,0,32,@FoxNews
-0.7351,2018-10-03 21:27:07+00:00,0.272,0.662,0.066,Wed Oct 03 21:27:07 +0000 2018,RT @FoxNews: .@senatemajldr on people protesting GOP Senate members: “There is no chance in the world they’re going to scare us out of doin…,0,33,@FoxNews
-0.3612,2018-10-03 21:27:07+00:00,0.216,0.667,0.118,Wed Oct 03 21:27:07 +0000 2018,@KristinMinkDC Glad we are finally getting to being able to communicate dangers to our citizens. Haven forbid we en… https://t.co/JrU7mHSVKa,0,34,@FoxNews
-0.5904,2018-10-03 21:27:07+00:00,0.168,0.832,0.0,Wed Oct 03 21:27:07 +0000 2018,RT @TomBurchett: SENATOR BOOKER NEEDS 2 STEP DOWN PER DEM STATED STANDARDS‼️SENATOR BOOKER SHOULD B UNDER ATTACK BY THE MSM &amp; #MEETOO‼️@GOP…,0,35,@FoxNews
0.0,2018-10-03 21:27:07+00:00,0.0,1.0,0.0,Wed Oct 03 21:27:07 +0000 2018,@FoxNews Well..,0,36,@FoxNews
0.0,2018-10-03 21:27:05+00:00,0.0,1.0,0.0,Wed Oct 03 21:27:05 +0000 2018,@FoxNews Investigate de Blabio,0,37,@FoxNews
0.0,2018-10-03 21:27:05+00:00,0.0,1.0,0.0,Wed Oct 03 21:27:05 +0000 2018,RT @EdKrassen: Thoughts and Prayers to @FoxNews https://t.co/OIWDMg7fQ7,0,38,@FoxNews
-0.4939,2018-10-03 21:27:04+00:00,0.262,0.738,0.0,Wed Oct 03 21:27:04 +0000 2018,@FoxNews Put the fraudulent A-hole in jail where he belongs,0,39,@FoxNews
0.0,2018-10-03 21:27:03+00:00,0.0,1.0,0.0,Wed Oct 03 21:27:03 +0000 2018,RT @EdKrassen: Thoughts and Prayers to @FoxNews https://t.co/OIWDMg7fQ7,0,40,@FoxNews
0.0,2018-10-03 21:27:03+00:00,0.0,1.0,0.0,Wed Oct 03 21:27:03 +0000 2018,"@FoxNews Sit down and shut up mayor, you get enough off taxes already.",0,41,@FoxNews
-0.296,2018-10-03 21:27:03+00:00,0.128,0.872,0.0,Wed Oct 03 21:27:03 +0000 2018,"@FoxNews Another investigation, based upon a corrupt Socialist Media Network.. Democrats have no idea, what they've… https://t.co/yEYKH29bi6",0,42,@FoxNews
0.0,2018-10-03 21:27:02+00:00,0.0,1.0,0.0,Wed Oct 03 21:27:02 +0000 2018,RT @VinceCz: @FoxNews The state of IL is one big cess pool.  That's why everyone is getting out.  This guy is just going to make things wor…,0,43,@FoxNews
